,0,1,2,3,4
0,0.7057535046728972,0.7090930467086567,0.7206827952444341,0.7057535046728972,
1,0.6993282710280374,0.7029575447916591,0.7185942174223128,0.6993282710280374,
2,0.7102803738317757,0.7139134088322812,0.7263078234758089,0.7102803738317757,
3,0.696553738317757,0.7007169158444007,0.7177143845776861,0.696553738317757,
4,0.7091121495327103,0.7121146405540648,0.7277428853697527,0.7091121495327103,
5,0.6854556074766355,0.6900332375962824,0.7071535587060725,0.6854556074766355,
6,0.7026869158878505,0.707199569876101,0.7283481259070441,0.7026869158878505,
7,0.6907126168224299,0.6941340579301836,0.7049736198231954,0.6907126168224299,
8,0.7071710238060465,0.711090231309616,0.7271697070936198,0.7071710238060465,
9,0.6957791733605959,0.6983541846344212,0.7074930317212159,0.6957791733605959,
Accuracy,,,,,0.7002833374736737
F1score,,,,,0.7039606838077667
Precision,,,,,0.7186180149341144
Recall,,,,,0.7002833374736737
