,0,1,2,3,4
0,0.8014268727705113,0.8021325672392162,0.8053091470494907,0.8014268727705113,
1,0.7764565992865636,0.7768719504521526,0.7792204004819507,0.7764565992865636,
2,0.8097502972651606,0.8078945544434397,0.8079815590503862,0.8097502972651606,
3,0.8119047619047619,0.8104596619207955,0.8109259536502123,0.8119047619047619,
4,0.8107142857142857,0.8100507083443884,0.8096383002679375,0.8107142857142857,
5,0.7845238095238095,0.7827639505915072,0.7822567037582397,0.7845238095238095,
6,0.7785714285714286,0.7762342047407443,0.7760221546619898,0.7785714285714286,
7,0.7583333333333333,0.7583665359480704,0.760323688330051,0.7583333333333333,
8,0.7023809523809523,0.6992489784027697,0.6998343521708008,0.7023809523809523,
9,0.780952380952381,0.7808648793479647,0.7812210632699128,0.780952380952381,
Accuracy,,,,,0.7815014721703187
F1score,,,,,0.7804887991431049
Precision,,,,,0.7812733322690972
Recall,,,,,0.7815014721703187
