,0,1,2,3,4
0,0.6867847914359543,0.6888809586379858,0.7001882365318806,0.6867847914359543,
1,0.7032115171650055,0.705889696607111,0.7160498678462301,0.7032115171650055,
2,0.6810631229235881,0.6843728980520484,0.6969566431682571,0.6810631229235881,
3,0.6971207087486158,0.701438874511605,0.7218127513214684,0.6971207087486158,
4,0.6963824289405685,0.7006695666262311,0.7189686915670405,0.6963824289405685,
5,0.7093023255813954,0.7114940026995181,0.7215744943728422,0.7093023255813954,
6,0.7056109265411591,0.7098234709204118,0.7264279505245351,0.7056109265411591,
7,0.7081949058693244,0.7114863398963004,0.7233931872519878,0.7081949058693244,
8,0.7091177556293835,0.7122587065009534,0.7284085396915245,0.7091177556293835,
9,0.7174234034699151,0.7205410429700345,0.7317642415629434,0.7174234034699151,
Accuracy,,,,,0.701421188630491
F1score,,,,,0.7046855557422199
Precision,,,,,0.7185544603838709
Recall,,,,,0.701421188630491
