,0,1,2,3,4
0,0.7789613848202397,0.7766231541479478,0.7769229653462442,0.7789613848202397,
1,0.800266311584554,0.797855635102883,0.7982562728343725,0.800266311584554,
2,0.7949400798934754,0.7919421693575587,0.7917348385317465,0.7949400798934754,
3,0.7856191744340879,0.7813735568703055,0.782398519516027,0.7856191744340879,
4,0.796271637816245,0.7947721320327422,0.7946293636129167,0.796271637816245,
5,0.8042609853528628,0.8043991128832769,0.8046513556580908,0.8042609853528628,
6,0.7933333333333333,0.7920521299927736,0.791345008896296,0.7933333333333333,
7,0.7826666666666666,0.780430760685096,0.7796974739428271,0.7826666666666666,
8,0.7893333333333333,0.7890598291419785,0.7899695129989344,0.7893333333333333,
9,0.804,0.80180828431986,0.8014782555357909,0.804,
Accuracy,,,,,0.7929652907234799
F1score,,,,,0.7910316764534422
Precision,,,,,0.7911083566873246
Recall,,,,,0.7929652907234799
