,0,1,2,3,4
0,0.5895667550839965,0.5849690636170729,0.5878163038471172,0.5895667550839965,
1,0.5942169953134672,0.5868467937526719,0.5919980200255399,0.5942169953134672,
2,0.5898841630559731,0.5831057401662848,0.585229975334937,0.5898841630559731,
3,0.5935980192766823,0.5911221445064825,0.5925732299038214,0.5935980192766823,
4,0.5935095941285702,0.5915419887586778,0.5922501536009807,0.5935095941285702,
5,0.5968697497568308,0.5951803319239469,0.5950992673458594,0.5968697497568308,
6,0.6122557255283403,0.6124705888353179,0.6131832934371798,0.6122557255283403,
7,0.6027942346803431,0.5996504244278501,0.6004113139400997,0.6027942346803431,
8,0.602705809532231,0.6012114032270229,0.6017865294125947,0.602705809532231,
9,0.6108409231585463,0.612149484735977,0.6138619006845965,0.6108409231585463,
Accuracy,,,,,0.598624196951498
F1score,,,,,0.5958247963951304
Precision,,,,,0.5974209987532726
Recall,,,,,0.598624196951498
