,0,1,2,3,4
0,0.7595614482406935,0.75842753153436,0.7586955659013082,0.7595614482406935,
1,0.7498725140234574,0.7480910097051386,0.7486345529331512,0.7498725140234574,
2,0.7738398776134625,0.7728771327678616,0.7734339524000254,0.7738398776134625,
3,0.7628760836308006,0.7622930081525534,0.7634177301008531,0.7628760836308006,
4,0.7664456909739928,0.7651279392115472,0.7652852107009224,0.7664456909739928,
5,0.7646608873023968,0.7635654168856438,0.7649303404032306,0.7646608873023968,
6,0.7786843447220806,0.7780321822314025,0.7793734051701814,0.7786843447220806,
7,0.7735849056603774,0.772470798720279,0.7747885073479848,0.7735849056603774,
8,0.7590515043345232,0.7582364961285052,0.7589920590827754,0.7590515043345232,
9,0.7725070135169599,0.7722984414478048,0.7734736949730845,0.7725070135169599,
Accuracy,,,,,0.7661084270018745
F1score,,,,,0.7651419956785097
Precision,,,,,0.7661025019013517
Recall,,,,,0.7661084270018745
