,0,1,2,3,4
0,0.8026013771996939,0.8025792809547209,0.804918838503025,0.8026013771996939,
1,0.7850038255547054,0.7843276859949827,0.7879372025700607,0.7850038255547054,
2,0.7865340474368784,0.7876524471299144,0.7927727542474597,0.7865340474368784,
3,0.8018362662586075,0.801750701186598,0.807700519723575,0.8018362662586075,
4,0.764345830145371,0.7639087986546083,0.7682074482172211,0.764345830145371,
5,0.7924961715160797,0.7934039959396014,0.8010797158984291,0.7924961715160797,
6,0.8055130168453293,0.8051957447699669,0.8052896629976314,0.8055130168453293,
7,0.8101071975497703,0.8107647067950678,0.8122376148159274,0.8101071975497703,
8,0.8131699846860643,0.8131758486619179,0.8145673107950442,0.8131699846860643,
9,0.8009188361408882,0.8016891001160678,0.8059536280775671,0.8009188361408882,
Accuracy,,,,,0.7962526553333389
F1score,,,,,0.7964448310203446
Precision,,,,,0.8000664695845939
Recall,,,,,0.7962526553333389
