,0,1,2,3,4
0,0.5222051084584778,0.5086530110095899,0.5397062898232015,0.5222051084584778,
1,0.5321524836349634,0.5178280980532516,0.5497568449760495,0.5321524836349634,
2,0.5358747272493903,0.5245211163074373,0.5510544444371396,0.5358747272493903,
3,0.5182903350019253,0.5033129766150276,0.5412161362301663,0.5182903350019253,
4,0.5169758038636801,0.5047822092578841,0.5350212369182488,0.5169758038636801,
5,0.532314999037289,0.5190743451426328,0.5527854064588857,0.532314999037289,
6,0.5436108080354277,0.5316453090432822,0.563964903464104,0.5436108080354277,
7,0.5478467364097298,0.5355593717129435,0.568394619371965,0.5478467364097298,
8,0.5316731917078493,0.518057402209529,0.5494673911289109,0.5316731917078493,
9,0.5404017713882292,0.5293397833556535,0.557423775715432,0.5404017713882292,
Accuracy,,,,,0.5321345964786961
F1score,,,,,0.5192773622707232
Precision,,,,,0.5508791048524103
Recall,,,,,0.5321345964786961
