,0,1,2,3,4
0,0.6668588727115468,0.6706875709506099,0.6869972985036308,0.6668588727115468,
1,0.6804093988755946,0.6850378320667805,0.7038644593624022,0.6804093988755946,
2,0.6658497909759262,0.6699103130821639,0.682647932396759,0.6658497909759262,
3,0.6897794435635001,0.6937005122419244,0.709027275955669,0.6897794435635001,
4,0.7021767334582673,0.7052697947724027,0.718297535556476,0.7021767334582673,
5,0.6979962519821248,0.7020337019313705,0.7190720948131923,0.6979962519821248,
6,0.7038638985005767,0.7074865008392562,0.7231304831009008,0.7038638985005767,
7,0.7139561707035755,0.7172526994251496,0.7298661923592851,0.7139561707035755,
8,0.6944925028835064,0.697899675677056,0.711649749504808,0.6944925028835064,
9,0.6846885813148789,0.6877012143263027,0.7002586942428979,0.6846885813148789,
Accuracy,,,,,0.6900071644969497
F1score,,,,,0.6936979815313016
Precision,,,,,0.7084811715796021
Recall,,,,,0.6900071644969497
