,0,1,2,3,4
0,0.5188210009210931,0.5180156527361738,0.5175323028272983,0.5188210009210931,
1,0.5163033466380105,0.515911269362869,0.515541700111705,0.5163033466380105,
2,0.5092416334049739,0.5090734964313277,0.509538684952607,0.5092416334049739,
3,0.5260378285433555,0.5273167484604337,0.5288555723080418,0.5260378285433555,
4,0.518668631785802,0.5187616186759519,0.5191993403572311,0.518668631785802,
5,0.5214320805698845,0.5200491460652575,0.519689367263218,0.5214320805698845,
6,0.5251166789486612,0.5248155559650758,0.5245296149781741,0.5251166789486612,
7,0.5432326209776468,0.5422356632951838,0.5415574154509991,0.5432326209776468,
8,0.5114222549742078,0.49196917033145576,0.5004468507058836,0.5114222549742078,
9,0.5230287398673544,0.5211477041605761,0.521091729436497,0.5230287398673544,
Accuracy,,,,,0.5213304816630989
F1score,,,,,0.5189296025484305
Precision,,,,,0.5197982578391656
Recall,,,,,0.5213304816630989
