,0,1,2,3,4
0,0.5145501764666711,0.5072106693421671,0.5200902722799154,0.5145501764666711,
1,0.5220083904907771,0.5154327909959812,0.529566978572637,0.5220083904907771,
2,0.5381900512752215,0.5293200017171724,0.5429652095917324,0.5381900512752215,
3,0.545781447692615,0.5354219472027194,0.5504194964676038,0.545781447692615,
4,0.5380568688819338,0.5265613946565301,0.5419782093901299,0.5380568688819338,
5,0.5363254977691949,0.5206410926966926,0.5375331709841711,0.536325497769195,
6,0.5451821269228208,0.5363747795160545,0.5488103306355951,0.5451821269228208,
7,0.5323300259705667,0.5225528209589059,0.5349271963724447,0.5323300259705667,
8,0.5389584443260522,0.52691756234405,0.5425386863730007,0.5389584443260522,
9,0.5523441662226958,0.5452764997584431,0.5643808170606202,0.5523441662226958,
Accuracy,,,,,0.5363727196018548
F1score,,,,,0.5265709559188716
Precision,,,,,0.541321036772785
Recall,,,,,0.5363727196018548
