,0,1,2,3,4
0,0.6084931506849315,0.6105703433937401,0.6137218442646608,0.6084931506849315,
1,0.6126940639269406,0.6145823529664511,0.617534289802982,0.6126940639269406,
2,0.6291324200913242,0.6304929097043963,0.6322816675827828,0.6291324200913242,
3,0.6337899543378995,0.63635125096904,0.6400630432872582,0.6337899543378995,
4,0.6319634703196347,0.6347094484554602,0.6392823061379301,0.6319634703196347,
5,0.6384474885844749,0.6399934335070145,0.6420766018648079,0.6384474885844749,
6,0.6244748858447489,0.6261195666567249,0.628650624063865,0.6244748858447489,
7,0.6111415525114156,0.6134835507211003,0.6176647973918041,0.6111415525114156,
8,0.617716894977169,0.6191200970264411,0.6209886212729131,0.617716894977169,
9,0.6319634703196347,0.634628691633016,0.6387156720858835,0.6319634703196347,
Accuracy,,,,,0.6239817351598174
F1score,,,,,0.6260051645033384
Precision,,,,,0.6290979467754887
Recall,,,,,0.6239817351598174
