,0,1,2,3,4
0,0.7585746102449888,0.7564023724565142,0.7555607340525088,0.7585746102449888,
1,0.7808463251670379,0.7788838705643505,0.7789467959065018,0.7808463251670379,
2,0.7817371937639198,0.7807442491212885,0.7801312408140448,0.7817371937639198,
3,0.7737193763919822,0.7728286876500726,0.7729379349567546,0.7737193763919822,
4,0.7955456570155902,0.7946722306291164,0.7944401130536398,0.7955456570155902,
5,0.7474387527839643,0.746784000188289,0.746245373733056,0.7474387527839643,
6,0.7750556792873051,0.7750905780856525,0.7751288627164684,0.7750556792873051,
7,0.779510022271715,0.7780696861231438,0.7778388105450804,0.779510022271715,
8,0.778173719376392,0.7772300791130109,0.7766352669009554,0.778173719376392,
9,0.7807486631016043,0.7787600608108762,0.7781942809428241,0.7807486631016043,
Accuracy,,,,,0.77513499994045
F1score,,,,,0.7739465814742315
Precision,,,,,0.7736059413621834
Recall,,,,,0.77513499994045
