,0,1,2,3,4
0,0.6487732140436492,0.6458079082428577,0.6491945843026002,0.6487732140436492,
1,0.6582621661922191,0.6554077598524417,0.6570421820804243,0.6582621661922191,
2,0.6596177307848718,0.6581140916154156,0.66128678304745,0.6596177307848718,
3,0.6582621661922191,0.6565090485861342,0.6600225521874232,0.6582621661922191,
4,0.6537888030364647,0.6538009000307073,0.6575059435555968,0.6537888030364647,
5,0.6643622068591568,0.6633191973895594,0.6678380769412559,0.6643622068591568,
6,0.6727667073336044,0.6728312423469734,0.6778267965198349,0.6727667073336044,
7,0.6692422393927071,0.6675198961245491,0.6705454988735318,0.6692422393927071,
8,0.6480954317473228,0.6435007708544501,0.651133559337711,0.6480954317473228,
9,0.6643622068591568,0.6622327000600785,0.6645184250479487,0.6643622068591568,
Accuracy,,,,,0.6597532872441372
F1score,,,,,0.6579043515103167
Precision,,,,,0.6616914401893776
Recall,,,,,0.6597532872441372
