,0,1,2,3,4
0,0.721388054721388,0.7240935674960587,0.7333564779734195,0.721388054721388,
1,0.7171700317036542,0.7198761036406606,0.7328567751533841,0.7171700317036542,
2,0.7296846320707492,0.7326543524682817,0.7437522392681839,0.7296846320707492,
3,0.7180043383947939,0.7208794998679832,0.7307328594277429,0.7180043383947939,
4,0.7306858001001169,0.7344516557046433,0.7480274459059659,0.7306858001001169,
5,0.7300183547472051,0.7326318349479317,0.7434628410323268,0.7300183547472051,
6,0.7146671116302353,0.7183891381889108,0.7328784544231549,0.7146671116302353,
7,0.7039879859836475,0.7071961483052878,0.7200653201762993,0.7039879859836475,
8,0.7288503253796096,0.7319255134708829,0.7435664066160453,0.7288503253796096,
9,0.7156682796596029,0.7188069143776209,0.7337038396784438,0.7156682796596029,
Accuracy,,,,,0.7210124914391003
F1score,,,,,0.7240904728468261
Precision,,,,,0.7362402659654965
Recall,,,,,0.7210124914391003
