,0,1,2,3,4
0,0.7552605210420842,0.7532253110376942,0.7544431384466913,0.7552605210420842,
1,0.7567635270541082,0.7546463694311707,0.7556847556691381,0.7567635270541082,
2,0.7650300601202404,0.763592347725869,0.7647357050839378,0.7650300601202404,
3,0.7702905811623246,0.769132037202175,0.7696923805450228,0.7702905811623246,
4,0.7630260521042084,0.7609130029668173,0.762011619509387,0.7630260521042084,
5,0.7517535070140281,0.7495847939750674,0.7508562912528539,0.7517535070140281,
6,0.7665330661322646,0.7651616175035812,0.7657075149594083,0.7665330661322646,
7,0.7622745490981964,0.760709365058557,0.7603573765277211,0.7622745490981964,
8,0.781508393886244,0.7800947993553645,0.7797574368034572,0.781508393886244,
9,0.7707341518416437,0.7696996426431113,0.769914919516793,0.7707341518416437,
Accuracy,,,,,0.7643174409455342
F1score,,,,,0.7626759286899407
Precision,,,,,0.763316113831441
Recall,,,,,0.7643174409455342
