,0,1,2,3,4
0,0.6291066814322628,0.6317021778985598,0.6356840916886132,0.6291066814322628,
1,0.5978220745662606,0.5969490197991163,0.5965115418402114,0.5978220745662606,
2,0.6346437799926172,0.6378008667852336,0.6429468095580949,0.6346437799926172,
3,0.6368586194167589,0.6409827874586854,0.648814085841125,0.6368586194167589,
4,0.624031007751938,0.6275635546839536,0.6335111746090677,0.624031007751938,
5,0.5968992248062015,0.6000597773339316,0.6065046115695436,0.5968992248062015,
6,0.6273532668881506,0.6293204873959665,0.632424819807738,0.6273532668881506,
7,0.5880398671096345,0.5913029160290786,0.5973067760047394,0.5880398671096345,
8,0.6489479512735327,0.6517196407000788,0.6562583334742725,0.6489479512735327,
9,0.6427648578811369,0.6445100515883758,0.6468112565689863,0.6427648578811369,
Accuracy,,,,,0.6226467331118494
F1score,,,,,0.6251911279672979
Precision,,,,,0.6296773500962392
Recall,,,,,0.6226467331118494
