,0,1,2,3,4
0,0.7366336633663366,0.7394805556286835,0.7466595688048974,0.7366336633663366,
1,0.7476882430647291,0.748492212062111,0.7512396088027101,0.7476882430647291,
2,0.7582562747688243,0.760893520919036,0.7677773129254678,0.7582562747688243,
3,0.7371202113606341,0.7386413619936725,0.7430049527270137,0.7371202113606341,
4,0.760898282694848,0.7615264511125659,0.7639484631268967,0.760898282694848,
5,0.7575957727873184,0.7582981595442295,0.759678308042492,0.7575957727873184,
6,0.7549537648612946,0.7552953315844582,0.7568809072578424,0.7549537648612946,
7,0.7417437252311757,0.7418208719479521,0.7456969003228469,0.7417437252311757,
8,0.7490092470277411,0.7480075659219886,0.7486962761270373,0.7490092470277411,
9,0.7952443857331571,0.7956059465308117,0.7972260279898064,0.7952443857331571,
Accuracy,,,,,0.753914357089606
F1score,,,,,0.754806197724551
Precision,,,,,0.7580808326127011
Recall,,,,,0.753914357089606
