,0,1,2,3,4
0,0.7710951526032316,0.7701181241236207,0.7757760524572667,0.7710951526032316,
1,0.8141831238779175,0.8142333954493146,0.818677109768963,0.8141831238779175,
2,0.7809694793536804,0.7809183621691193,0.7903433495414207,0.7809694793536804,
3,0.8025134649910234,0.8012436496693955,0.8008237378345374,0.8025134649910234,
4,0.7836624775583483,0.7841454929740548,0.7916124274773786,0.7836624775583483,
5,0.800718132854578,0.8004491097601562,0.8041281973541256,0.800718132854578,
6,0.8041329739442947,0.8038248481588638,0.8055221884852652,0.8041329739442947,
7,0.8032345013477089,0.803084961037979,0.807400837379873,0.8032345013477089,
8,0.7654986522911051,0.764575253948744,0.765780938946352,0.7654986522911051,
9,0.7583108715184187,0.757352179157455,0.756679048086271,0.7583108715184187,
Accuracy,,,,,0.7884318830340307
F1score,,,,,0.7879945376448704
Precision,,,,,0.7916743887331454
Recall,,,,,0.7884318830340307
