,0,1,2,3,4
0,0.8165829145728644,0.8161341133787635,0.8165217033651647,0.8165829145728644,
1,0.7688442211055276,0.7661849508096124,0.7653371021775544,0.7688442211055276,
2,0.7732997481108312,0.7730945050844295,0.7731084180624759,0.7732997481108312,
3,0.7556675062972292,0.7538296863581863,0.7525557881538212,0.7556675062972292,
4,0.7506297229219143,0.7473991721955535,0.7531818829903522,0.7506297229219143,
5,0.7808564231738035,0.7781507042015341,0.7773934538908772,0.7808564231738035,
6,0.7732997481108312,0.7732792959812014,0.7733587145320182,0.7732997481108312,
7,0.7632241813602015,0.764778280165423,0.7685558354324098,0.7632241813602015,
8,0.7858942065491183,0.7846336471369043,0.7839409671372503,0.7858942065491183,
9,0.7808564231738035,0.7806530709433123,0.7804649718508042,0.7808564231738035,
Accuracy,,,,,0.7749155095376125
F1score,,,,,0.7738137426254921
Precision,,,,,0.7744418837592729
Recall,,,,,0.7749155095376125
