,0,1,2,3,4
0,0.6508747286425743,0.6466245920172281,0.6580309260677705,0.6508747286425743,
1,0.6464053122206614,0.6430284154463508,0.6532949958760765,0.6464053122206614,
2,0.6421912910228579,0.6379433705761874,0.6489813209994365,0.6421912910228579,
3,0.6610472541507024,0.6601149621450604,0.6674708189837526,0.6610472541507024,
4,0.6729246487867178,0.6735202410879065,0.6791034617509908,0.6729246487867178,
5,0.6611749680715198,0.6605001586041848,0.6653352918456797,0.6611749680715198,
6,0.659514687100894,0.6571232372571703,0.6634946368120717,0.659514687100894,
7,0.6745849297573435,0.6736606476812558,0.677604726333685,0.6745849297573435,
8,0.6375478927203065,0.6368885779413669,0.6448003019149424,0.6375478927203065,
9,0.6651340996168582,0.6641570374223447,0.6682111593351879,0.6651340996168582,
Accuracy,,,,,0.6571399812090435
F1score,,,,,0.6553561240179054
Precision,,,,,0.6626327639919595
Recall,,,,,0.6571399812090435
