,0,1,2,3,4
0,0.7245519401426831,0.7282477049284978,0.7431521657094482,0.7245519401426831,
1,0.7278580128762833,0.7312546842791533,0.7449622649255248,0.7278580128762833,
2,0.7248999477988516,0.7277365980473908,0.7373041119275435,0.7248999477988516,
3,0.706107534365756,0.7088902551566193,0.7197647944937019,0.706107534365756,
4,0.7155037410823039,0.7191418726088595,0.7358261194374708,0.7155037410823039,
5,0.7008353637312913,0.7050006152289938,0.723673081958406,0.7008353637312913,
6,0.6936999651931779,0.6982072091701066,0.7153193633668997,0.6936999651931779,
7,0.7241559345631744,0.7277629113903986,0.7416391283526949,0.7241559345631744,
8,0.7250261051166028,0.7284439641657185,0.7396923354471496,0.7250261051166028,
9,0.7241559345631744,0.7279310739867103,0.741817691880661,0.7241559345631744,
Accuracy,,,,,0.7166794479433298
F1score,,,,,0.7202616888962448
Precision,,,,,0.7343151057499501
Recall,,,,,0.7166794479433298
