,0,1,2,3,4
0,0.6355605199025183,0.6357083935758583,0.6360895030925297,0.6355605199025183,
1,0.6150487408610885,0.6142577988597206,0.6139019084584011,0.6150487408610885,
2,0.6209382615759546,0.6173378953283274,0.6164158303295356,0.6209382615759546,
3,0.5970755483346872,0.595038269780566,0.5949886914842547,0.5970755483346872,
4,0.624289195775792,0.6250533095586033,0.6259537400880782,0.624289195775792,
5,0.6338342810722989,0.634693175783219,0.6356936941931681,0.6338342810722989,
6,0.6236799350121852,0.6244183597415963,0.6262404817289107,0.6236799350121852,
7,0.6202274573517466,0.6173543186543013,0.6171331402273688,0.6202274573517466,
8,0.6134863410175688,0.610559799148175,0.6092487562675739,0.6134863410175688,
9,0.6082055448359907,0.609866369226718,0.6123664065474661,0.6082055448359907,
Accuracy,,,,,0.6192345825739831
F1score,,,,,0.6184287689657085
Precision,,,,,0.6188032152417288
Recall,,,,,0.6192345825739831
