,0,1,2,3,4
0,0.7831325301204819,0.7835058480871077,0.7858726267123338,0.7831325301204819,
1,0.7824238128986535,0.7832577757005673,0.7891569213259249,0.7824238128986535,
2,0.7810063784549964,0.780876156819376,0.7816155595592671,0.7810063784549964,
3,0.777462792345854,0.7780699389616176,0.7803197179414847,0.777462792345854,
4,0.7909284195605953,0.7913386227319126,0.7932007983119327,0.7909284195605953,
5,0.7866761162296244,0.787094771719229,0.7901223060015321,0.7866761162296244,
6,0.8035460992907801,0.8040627398119345,0.8064132867211983,0.8035460992907801,
7,0.7872340425531915,0.7881903037116009,0.7910882625110057,0.7872340425531915,
8,0.8113475177304964,0.8120616823140276,0.8145017075406297,0.8113475177304964,
9,0.7879432624113475,0.7887846681844967,0.7925471162999578,0.7879432624113475,
Accuracy,,,,,0.7891700971596021
F1score,,,,,0.789724250804187
Precision,,,,,0.7924838302925267
Recall,,,,,0.7891700971596021
