,0,1,2,3,4
0,0.5615540210643789,0.5615272163869554,0.5663625820074466,0.5615540210643789,
1,0.5654599986050081,0.5657842274207668,0.5695319105205449,0.5654599986050081,
2,0.5826183999442003,0.5821049918314124,0.5881501645703989,0.5826183999442003,
3,0.5867336262816489,0.5870583123048088,0.5929425218481914,0.5867336262816489,
4,0.585617632698612,0.5857956368267888,0.5901424189224512,0.585617632698612,
5,0.5876403710678664,0.5872555664176237,0.5918535271049504,0.5876403710678664,
6,0.5843621399176955,0.5844324699496996,0.5873329018824927,0.5843621399176955,
7,0.5842226407198159,0.5850804008538628,0.5897748241828475,0.5842226407198159,
8,0.5819209039548022,0.5826401151963466,0.5860479020344211,0.5819209039548022,
9,0.5841528911208761,0.5846019302045244,0.5901607394447953,0.5841528911208761,
Accuracy,,,,,0.5804282625374904
F1score,,,,,0.5806280867392789
Precision,,,,,0.585229949251854
Recall,,,,,0.5804282625374904
