,0,1,2,3,4
0,0.718305026591182,0.7220043891327376,0.7335754585237957,0.718305026591182,
1,0.7157316863956081,0.7193882924647693,0.7327762165616601,0.7157316863956081,
2,0.7136730142391491,0.7170730886780701,0.7327014586725908,0.7136730142391491,
3,0.7201921427346029,0.7236207306436175,0.7354718104637133,0.7201921427346029,
4,0.7260250471779036,0.7292751554464428,0.7401441059760582,0.7260250471779036,
5,0.7033796534568537,0.7071871911743662,0.7232434344786856,0.7033796534568537,
6,0.7100703379653457,0.7146711668507624,0.7308471912094083,0.7100703379653457,
7,0.7304392587508579,0.7335810028408851,0.7438302980721748,0.7304392587508579,
8,0.6662663006177076,0.6678478153025075,0.6748388877593802,0.6662663006177076,
9,0.7112216884008236,0.71412015228649,0.7246969834451819,0.7112216884008236,
Accuracy,,,,,0.7115304156330035
F1score,,,,,0.7148768984820648
Precision,,,,,0.7272125845162649
Recall,,,,,0.7115304156330035
