,0,1,2,3,4
0,0.559162599900983,0.5507066790905776,0.5558731990820627,0.559162599900983,
1,0.5717518919301223,0.5639766932202059,0.5695673456277454,0.5717518919301223,
2,0.5608600325341254,0.5540348905410867,0.5574987343930916,0.5608600325341254,
3,0.5659523304335525,0.5564056693841434,0.5596614594402323,0.5659523304335525,
4,0.5738029563618361,0.5654522981082591,0.5702183655777113,0.5738029563618361,
5,0.5622745597284108,0.552746120180811,0.5555791573168367,0.5622745597284108,
6,0.5665888676709809,0.5592707486542241,0.5616226820908264,0.5665888676709809,
7,0.5779050852252634,0.5703086934926954,0.5728850409596986,0.5779050852252634,
8,0.5692057429804088,0.5607723613899466,0.5635076207048729,0.5692057429804088,
9,0.5673668576278379,0.5593420269587218,0.5617271445601902,0.5673668576278379,
Accuracy,,,,,0.5674870924393521
F1score,,,,,0.5593016181020671
Precision,,,,,0.5628140749753268
Recall,,,,,0.5674870924393521
